"","radians","pos_1","pos_2","type","degrees","map_file","PE","object","isFiller","outdoors_response","stimulus","old_new","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","location_loop.thisRepN","location_loop.thisTrialN","location_loop.thisN","location_loop.thisIndex","instructions_text.started","key_resp.started","key_resp.keys","key_resp.rt","Instructions_2_text.started","instr_2_resp.started","instr_2_resp.keys","instr_2_resp.rt","Instructions_3_text.started","Instr_3_resp.started","Instr_3_resp.keys","Instr_3_resp.rt","Instr_4_text.started","Instr_4_resp.started","Instr_4_resp.keys","Instr_4_resp.rt","text_4.started","image_feedb.started","recog_resp.started","recog_prompt.started","recog_option_left.started","recog_option_right.started","recog_resp.keys","recog_resp.rt","image_feedb_2.started","conf_resp.started","conf_prompt.started","conf_1.started","conf_2.started","conf_3.started","conf_4.started","conf_5.started","conf_6.started","conf_resp.keys","conf_resp.rt","text_4.stopped","image_2.started","predict_prompt.started","line.started","response","key_resp_2.keys","key_resp_2.rt","instructions_text_2.started","key_resp_3.started","key_resp_3.keys","key_resp_3.rt","participant","date","expName","psychopyVersion","frameRate","X","recog_acc"
"48","3.1750354808590098","238.319327731092","70.3865546218487","singletons","182.008403361345","maps/google_map_1.png","None","objects/1/1_134.jpg","0.0","outdoors","TowerEiffel.jpg","old",0,30,30,30,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,295.203909292,292.454083875,292.454083875,292.454083875,292.454083875,292.454083875,"right",1.159695833,293.9052925,293.9052925,293.9052925,293.9052925,293.9052925,293.9052925,293.9052925,293.9052925,293.9052925,6,1.27368854200006,295.6826825,295.6826825,295.6826825,295.6826825,184,"['return']","[4.344081792000111]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"50","2.2555394032633997","71.8991596638655","251.89915966386602","high","129.298437129749","maps/google_map_1.png","147.399277465884","objects/1/1_93.jpg","0.0","outdoors","Bird_Toucan.jpg","old",0,31,31,31,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,302.820460292,300.287748167,300.287748167,300.287748167,300.287748167,300.287748167,"right",1.378437125,301.956047208,301.956047208,301.956047208,301.956047208,301.956047208,301.956047208,301.956047208,301.956047208,301.956047208,6,0.845135625999887,303.304625417,303.304625417,303.304625417,303.304625417,184,"['return']","[0.8051926249999042]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"52","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_10.jpg","None","outdoors","TrapAnimal.jpg","new",0,32,32,32,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,307.320718958,304.371181292,304.371181292,304.371181292,304.371181292,304.371181292,"left",1.734666834,306.407294417,306.407294417,306.407294417,306.407294417,306.407294417,306.407294417,306.407294417,306.407294417,306.407294417,2,0.88455383400003,307.570354208,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"53","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_135.jpg","None","outdoors","Toy_Slide.jpg","new",0,33,33,33,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,311.18692125,307.8211615,307.8211615,307.8211615,307.8211615,307.8211615,"left",1.03701341699991,309.157008542,309.157008542,309.157008542,309.157008542,309.157008542,309.157008542,309.157008542,309.157008542,309.157008542,3,1.99832633300014,311.437170542,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"54","1.1046566948971699","148.319327731092","328.319327731092","low","63.3242691342329","maps/google_map_1.png","5.0049414031405","objects/1/1_54.jpg","0.0","outdoors","LeafBlower.jpg","old",0,34,34,34,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,314.187440125,311.687851667,311.687851667,311.687851667,311.687851667,311.687851667,"right",1.09762170900001,313.072857583,313.072857583,313.072857583,313.072857583,313.072857583,313.072857583,313.072857583,313.072857583,313.072857583,6,1.09569795899995,314.668439625,314.668439625,314.668439625,314.668439625,52.5,"['return']","[2.327923749999968]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"56","5.80886038773308","71.8991596638655","251.89915966386602","low","332.99199674903","maps/google_map_1.png","8.907162914835391","objects/1/1_29.jpg","0.0","outdoors","WateringCan_Antique.jpg","old",0,35,35,35,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,320.1208195,317.2730275,317.2730275,317.2730275,317.2730275,317.2730275,"right",1.48003570799995,319.040163583,319.040163583,319.040163583,319.040163583,319.040163583,319.040163583,319.040163583,319.040163583,319.040163583,6,1.04785520899998,320.5995975,320.5995975,320.5995975,320.5995975,59,"['return']","[1.2780960830001504]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"58","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_23.jpg","None","indoors","KitchenCloth.jpg","new",0,36,36,36,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,324.504462708,322.139519042,322.139519042,322.139519042,322.139519042,322.139519042,"left",1.00857237499997,323.441413,323.441413,323.441413,323.441413,323.441413,323.441413,323.441413,323.441413,323.441413,3,1.04516229199987,324.754014708,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"59","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_76.jpg","None","outdoors","Fence_Wooden.jpg","new",0,37,37,37,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,327.521086208,325.006523167,325.006523167,325.006523167,325.006523167,325.006523167,"left",1.30011000000002,326.608282417,326.608282417,326.608282417,326.608282417,326.608282417,326.608282417,326.608282417,326.608282417,326.608282417,3,0.893814458999827,327.770887958,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"60","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_130.jpg","None","indoors","Monitor.jpg","new",0,38,38,38,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,329.987154917,328.021426,328.021426,328.021426,328.021426,328.021426,"left",0.958326000000056,329.273443917,329.273443917,329.273443917,329.273443917,329.273443917,329.273443917,329.273443917,329.273443917,329.273443917,2,0.681800625999927,330.237527125,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"61","4.59030204690321","148.319327731092","328.319327731092","high","263.13833389891005","maps/google_map_1.png","155.180993832182","objects/1/1_10.jpg","0.0","indoors","Playdoh.jpg","old",0,39,39,39,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,332.654544125,330.488527,330.488527,330.488527,330.488527,330.488527,"right",1.07637837499999,331.85930375,331.85930375,331.85930375,331.85930375,331.85930375,331.85930375,331.85930375,331.85930375,331.85930375,5,0.77788829199983,333.133672,333.133672,333.133672,333.133672,355.5,"['return']","[3.247626541999921]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"63","0.63243641477725","148.319327731092","328.319327731092","low","36.2543167706704","maps/google_map_1.png","22.065010960422","objects/1/1_30.jpg","0.0","outdoors","Boat_Ferry.jpg","old",0,40,40,40,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,339.8873485,336.655241625,336.655241625,336.655241625,336.655241625,336.655241625,"right",1.92872987599992,338.873702208,338.873702208,338.873702208,338.873702208,338.873702208,338.873702208,338.873702208,338.873702208,338.873702208,5,0.990397584000107,340.367269167,340.367269167,340.367269167,340.367269167,22,"['return']","[2.5579173340000807]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"65","1.56623002974933","148.319327731092","328.319327731092","low","89.7838870556942","maps/google_map_1.png","31.464559324601804","objects/1/1_58.jpg","0.0","indoors","Candle_ChristmasDecor.jpg","old",0,41,41,41,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,345.987867667,343.189004458,343.189004458,343.189004458,343.189004458,343.189004458,"right",1.49817916699988,344.975261458,344.975261458,344.975261458,344.975261458,344.975261458,344.975261458,344.975261458,344.975261458,344.975261458,6,0.988871125999935,346.467999917,346.467999917,346.467999917,346.467999917,97,"['return']","[1.1121635010000546]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"67","4.73222760742324","148.319327731092","328.319327731092","high","271.27419405611","maps/google_map_1.png","147.045133674983","objects/1/1_37.jpg","0.0","indoors","Cassette_Audio.jpg","old",0,42,42,42,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,350.504756083,347.843393875,347.843393875,347.843393875,347.843393875,347.843393875,"right",1.42637170899991,349.558350625,349.558350625,349.558350625,349.558350625,349.558350625,349.558350625,349.558350625,349.558350625,349.558350625,6,0.927971834000004,350.982182208,350.982182208,350.982182208,350.982182208,296.5,"['return']","[1.846654833999878]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"69","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_40.jpg","None","indoors","Toy_Boat.jpg","new",0,43,43,43,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,356.754882542,353.088312792,353.088312792,353.088312792,353.088312792,353.088312792,"left",1.63118491700004,355.007146417,355.007146417,355.007146417,355.007146417,355.007146417,355.007146417,355.007146417,355.007146417,355.007146417,2,1.72015554199982,357.004596125,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"70","4.9420248096043204","148.319327731092","328.319327731092","high","283.300785263942","maps/google_map_1.png","135.01854246715098","objects/1/1_1.jpg","0.0","indoors","Mat_Door.jpg","old",0,44,44,44,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,367.354673208,357.25635725,357.25635725,357.25635725,357.25635725,357.25635725,"left",3.15804220799998,360.707641417,360.707641417,360.707641417,360.707641417,360.707641417,360.707641417,360.707641417,360.707641417,360.707641417,3,6.61724920800009,367.835436167,367.835436167,367.835436167,367.835436167,341.5,"['return']","[4.253489542000011]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"72","1.90628257275586","148.319327731092","328.319327731092","medium","109.277344935049","maps/google_map_1.png","50.9580172039569","objects/1/1_103.jpg","0.0","outdoors","Door_Green.jpg","old",0,45,45,45,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,375.754899125,372.357072125,372.357072125,372.357072125,372.357072125,372.357072125,"left",2.04780108400007,374.692700042,374.692700042,374.692700042,374.692700042,374.692700042,374.692700042,374.692700042,374.692700042,374.692700042,3,1.03234800100006,376.233627083,376.233627083,376.233627083,376.233627083,222.5,"['return']","[3.746396792000155]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"74","2.7836651042047103","71.8991596638655","251.89915966386602","high","159.57315883976102","maps/google_map_1.png","177.673999175895","objects/1/1_47.jpg","0.0","outdoors","Caribou.jpg","old",0,46,46,46,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,383.772307042,380.240317083,380.240317083,380.240317083,380.240317083,380.240317083,"right",1.68771816700007,382.225425458,382.225425458,382.225425458,382.225425458,382.225425458,382.225425458,382.225425458,382.225425458,382.225425458,3,1.52909129199986,384.251894792,384.251894792,384.251894792,384.251894792,37,"['return']","[2.3456928750000543]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"76","1.2067722618552401","148.319327731092","328.319327731092","low","69.1780277496632","maps/google_map_1.png","10.8587000185708","objects/1/1_24.jpg","0.0","indoors","Box_FirstAid.jpg","old",0,47,47,47,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,390.05495375,386.872556,386.872556,386.872556,386.872556,386.872556,"right",1.4806837509999,388.641514292,388.641514292,388.641514292,388.641514292,388.641514292,388.641514292,388.641514292,388.641514292,388.641514292,6,1.3955948749998,390.534105417,390.534105417,390.534105417,390.534105417,76,"['return']","[2.080175875000009]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"78","0.48605298537194497","71.8991596638655","251.89915966386602","medium","27.862909989474502","maps/google_map_1.png","45.963750325609","objects/1/1_39.jpg","0.0","outdoors","SpiderWeb.jpg","old",0,48,48,48,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,395.655773417,392.8916055,392.8916055,392.8916055,392.8916055,392.8916055,"right",1.62540641699991,394.808876583,394.808876583,394.808876583,394.808876583,394.808876583,394.808876583,394.808876583,394.808876583,394.808876583,6,0.829006667000044,396.1342415,396.1342415,396.1342415,396.1342415,352,"['return']","[0.9270190009998487]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"80","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_57.jpg","None","outdoors","Steeple.jpg","new",0,49,49,49,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,400.705239792,397.322877958,397.322877958,397.322877958,397.322877958,397.322877958,"left",1.44104800099979,399.058866333,399.058866333,399.058866333,399.058866333,399.058866333,399.058866333,399.058866333,399.058866333,399.058866333,3,1.6229606669998,400.955458208,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"81","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_29.jpg","None","indoors","Tape_Scotch.jpg","new",0,50,50,50,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,403.171744917,401.206268167,401.206268167,401.206268167,401.206268167,401.206268167,"left",1.28865958299991,402.791477625,402.791477625,402.791477625,402.791477625,402.791477625,402.791477625,402.791477625,402.791477625,402.791477625,2,0.354502541999977,403.421904625,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"82","2.1438934625023203","71.8991596638655","251.89915966386602","high","122.898351353636","maps/google_map_1.png","140.999191689771","objects/1/1_7.jpg","0.0","outdoors","Hottub.jpg","old",0,51,51,51,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,406.0720885,403.673165417,403.673165417,403.673165417,403.673165417,403.673165417,"right",1.25914725099994,405.225397667,405.225397667,405.225397667,405.225397667,405.225397667,405.225397667,405.225397667,405.225397667,405.225397667,6,0.827907791999792,406.551306208,406.551306208,406.551306208,406.551306208,60.5,"['return']","[1.4248931669998228]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"84","2.96452941176471","58.3193277310925","139.773109243697","singletons","169.941176470588","maps/google_map_1.png","None","objects/1/1_94.jpg","0.0","indoors","Toy_BlocksLetter.jpg","old",0,52,52,52,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,412.03897725,408.239919417,408.239919417,408.239919417,408.239919417,408.239919417,"right",1.57896370900005,410.108579708,410.108579708,410.108579708,410.108579708,410.108579708,410.108579708,410.108579708,410.108579708,410.108579708,6,1.9028079169999,412.516845417,412.516845417,412.516845417,412.516845417,225,"['return']","[2.1011819169999626]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"86","6.06383294252329","71.8991596638655","251.89915966386602","low","347.608257851653","maps/google_map_1.png","5.7090981877878795","objects/1/1_104.jpg","0.0","indoors","Pitcher.jpg","old",0,53,53,53,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,416.922050583,414.872040875,414.872040875,414.872040875,414.872040875,414.872040875,"right",1.1978300840002,416.360565125,416.360565125,416.360565125,416.360565125,416.360565125,416.360565125,416.360565125,416.360565125,416.360565125,6,0.531634709000059,417.397427208,417.397427208,417.397427208,417.397427208,355.5,"['return']","[2.5836986670000215]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"88","3.74303809754345","148.319327731092","328.319327731092","high","214.569062916503","maps/google_map_1.png","156.249735185411","objects/1/1_16.jpg","0.0","indoors","Mask_Ski.jpg","old",0,54,54,54,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,422.888941083,420.239840792,420.239840792,420.239840792,420.239840792,420.239840792,"right",1.57398029199987,422.109521292,422.109521292,422.109521292,422.109521292,422.109521292,422.109521292,422.109521292,422.109521292,422.109521292,6,0.756818333999831,423.370086667,423.370086667,423.370086667,423.370086667,95.5,"['return']","[1.3601750420001508]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"90","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_110.jpg","None","indoors","Flute_Wooden.jpg","new",0,55,55,55,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,427.172589958,424.989910583,424.989910583,424.989910583,424.989910583,424.989910583,"left",1.18263429199999,426.458339042,426.458339042,426.458339042,426.458339042,426.458339042,426.458339042,426.458339042,426.458339042,426.458339042,2,0.695516958999974,427.422780917,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"91","5.99860062387725","71.8991596638655","251.89915966386602","low","343.86882557258104","maps/google_map_1.png","1.96966590871582","objects/1/1_13.jpg","0.0","indoors","Bagel.jpg","old",0,56,56,56,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,429.539219708,427.674073458,427.674073458,427.674073458,427.674073458,427.674073458,"right",1.02514466699984,428.992437542,428.992437542,428.992437542,428.992437542,428.992437542,428.992437542,428.992437542,428.992437542,428.992437542,5,0.525576708000131,430.018021167,430.018021167,430.018021167,430.018021167,330.5,"['return']","[2.324080084000002]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"93","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_136.jpg","None","outdoors","WaterWell.jpg","new",0,57,57,57,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,434.905705708,432.607328375,432.607328375,432.607328375,432.607328375,432.607328375,"left",1.5713979169999,434.476666042,434.476666042,434.476666042,434.476666042,434.476666042,434.476666042,434.476666042,434.476666042,434.476666042,2,0.3970780840001,435.155535125,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"94","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_43.jpg","None","outdoors","Butterfly.jpg","new",0,58,58,58,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,437.389324958,435.407873875,435.407873875,435.407873875,435.407873875,435.407873875,"left",1.09984770900007,436.808937208,436.808937208,436.808937208,436.808937208,436.808937208,436.808937208,436.808937208,436.808937208,436.808937208,4,0.557209584000134,437.639317792,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"95","1.49098692810458","161.89915966386602","172.95798319327702","singletons","85.47058823529409","maps/google_map_1.png","None","objects/1/1_40.jpg","0.0","outdoors","Dog_SaintBernard.jpg","old",0,59,59,59,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,440.055758167,437.89122075,437.89122075,437.89122075,437.89122075,437.89122075,"right",1.29460979199996,439.475765625,439.475765625,439.475765625,439.475765625,439.475765625,439.475765625,439.475765625,439.475765625,439.475765625,6,0.555505749999952,440.537334,440.537334,440.537334,440.537334,32.5,"['return']","[4.691996625000115]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"97","2.4140503084802","148.319327731092","328.319327731092","medium","138.385049530712","maps/google_map_1.png","80.06572179961951","objects/1/1_46.jpg","0.0","outdoors","SiloGrain.jpg","old",0,60,60,60,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,448.6229585,445.490552042,445.490552042,445.490552042,445.490552042,445.490552042,"right",1.51420975100007,447.292305042,447.292305042,447.292305042,447.292305042,447.292305042,447.292305042,447.292305042,447.292305042,447.292305042,5,1.31221037600005,449.103341625,449.103341625,449.103341625,449.103341625,186.5,"['return']","[3.1149182089999385]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"99","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_16.jpg","None","indoors","Hockey_Puck.jpg","new",0,61,61,61,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,455.405962667,452.490377708,452.490377708,452.490377708,452.490377708,452.490377708,"left",2.2185082499999,455.009228125,455.009228125,455.009228125,455.009228125,455.009228125,455.009228125,455.009228125,455.009228125,455.009228125,3,0.365546375999998,455.656732,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"100","5.477868705184551","71.8991596638655","251.89915966386602","low","314.017951252617","maps/google_map_1.png","27.881208411248103","objects/1/1_128.jpg","0.0","outdoors","DogHouse.jpg","old",0,62,62,62,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,458.406806542,455.907919958,455.907919958,455.907919958,455.907919958,455.907919958,"right",1.526022334,457.725898083,457.725898083,457.725898083,457.725898083,457.725898083,457.725898083,457.725898083,457.725898083,457.725898083,6,0.662162666999961,458.886114667,458.886114667,458.886114667,458.886114667,64,"['return']","[1.5178090000000566]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"102","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_116.jpg","None","outdoors","House_Rural.jpg","new",0,63,63,63,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,463.323521792,460.674352917,460.674352917,460.674352917,460.674352917,460.674352917,"left",1.63682824999989,462.6102105,462.6102105,462.6102105,462.6102105,462.6102105,462.6102105,462.6102105,462.6102105,462.6102105,2,0.681600292000098,463.573183542,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"103","3.1515995895619704","71.8991596638655","251.89915966386602","high","180.664944624571","maps/google_map_1.png","161.23421503929399","objects/1/1_72.jpg","0.0","indoors","Hat_Party.jpg","old",0,64,64,64,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,466.689726125,463.824388292,463.824388292,463.824388292,463.824388292,463.824388292,"left",2.25128437599994,466.375362333,466.375362333,466.375362333,466.375362333,466.375362333,466.375362333,466.375362333,466.375362333,466.375362333,3,0.291332958999988,467.168894542,467.168894542,467.168894542,467.168894542,257.5,"['return']","[3.727393042000017]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"105","1.0210732700788","148.319327731092","328.319327731092","low","58.532862615982","maps/google_map_1.png","0.213534884889627","objects/1/1_43.jpg","0.0","indoors","Printer.jpg","old",0,65,65,65,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,474.790457375,471.157108833,471.157108833,471.157108833,471.157108833,471.157108833,"left",2.8561504999999,474.30941075,474.30941075,474.30941075,474.30941075,474.30941075,474.30941075,474.30941075,474.30941075,474.30941075,2,0.462557749999974,475.266754625,475.266754625,475.266754625,475.266754625,30.5,"['return']","[1.8403393339998502]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"107","0.9304638738147909","148.319327731092","328.319327731092","low","53.3386934033957","maps/google_map_1.png","4.98063432769676","objects/1/1_141.jpg","0.0","outdoors","Caterpillar.jpg","old",0,66,66,66,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,480.240212958,477.374424917,477.374424917,477.374424917,477.374424917,477.374424917,"right",1.34361924999996,479.008726458,479.008726458,479.008726458,479.008726458,479.008726458,479.008726458,479.008726458,479.008726458,479.008726458,5,1.20222370799991,480.718808333,480.718808333,480.718808333,480.718808333,31,"['return']","[3.252045500999998]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,1
"109","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_86.jpg","None","outdoors","GoldNugget.jpg","new",0,67,67,67,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,487.556852417,484.243651917,484.243651917,484.243651917,484.243651917,484.243651917,"left",1.24613495899996,485.777672125,485.777672125,485.777672125,485.777672125,485.777672125,485.777672125,485.777672125,485.777672125,485.777672125,3,1.75354558299989,487.806616958,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"110","None","None","None","None","None","maps/google_map_1.png","None","objects/2/2_19.jpg","None","outdoors","Goat.jpg","new",0,68,68,68,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,491.107145,488.057862417,488.057862417,488.057862417,488.057862417,488.057862417,"left",1.38994058299988,489.743233125,489.743233125,489.743233125,489.743233125,489.743233125,489.743233125,489.743233125,489.743233125,489.743233125,1,1.34130791699988,491.356779292,NA,NA,NA,NA,"","",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
"111","3.20556994268232","148.319327731092","328.319327731092","medium","183.75878652319","maps/google_map_1.png","125.43945879209801","objects/1/1_62.jpg","0.0","outdoors","Seashell_AlternateTellin.jpg","old",0,69,69,69,0,0,0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,493.990326042,491.608085292,491.608085292,491.608085292,491.608085292,491.608085292,"left",0.769465958999831,492.676040458,492.676040458,492.676040458,492.676040458,492.676040458,492.676040458,492.676040458,492.676040458,492.676040458,3,1.28130208299979,494.470424583,494.470424583,494.470424583,494.470424583,19,"['return']","[1.7164180420001003]",NA,NA,"",NA,991,"2022-11-25_14h45.18.478","test3","2022.2.4",59.709676505999,NA,0
